"","Dolphin.ID","Dolphin.Name","Temporary.Dolphin.Ind","Sex","Sex.Certainty","Mother.ID","Father.ID","Father.ID.Certainty","Father.Notes","Haplotype","Haplotype.Certainty","Haplotype.Kin.ID.Based.On","Haplotype.Kin.DNA.Sample.Based.On","Haplotype.Researcher","Haplotype.Notes","Birth.Date.Accuracy","Birth.Date","Birth.Date.Earliest","Birth.Date.Latest","Birth.Date.Primary.Reason","Birth.Date.Secondary.Reason","Birth.Date.Primary.Assigner","Birth.Date.Secondary.Assigner","Birth.Notes","Death.Date.Accuracy","Death.Date","Death.Date.Primary.Reason","Death.Date.Secondary.Reason","Death.Date.Calc.Type","Death.Date.Primary.Assigner","Death.Date.Secondary.Assigner","Death.Notes","Weaning.Date.Accuracy","Weaning.Date","Weaning.Date.Primary.Reason","Weaning.Date.Secondary.Reason","Weaning.Date.Calc.Type","Weaning.Date.Primary.Assigner","Weaning.Date.Secondary.Assigner","Weaning.Age.Known","Weaning.Notes","Last.Seen.Year","Dolphin.Notes"
"32","KRN","KARNIVOOL","False","UNKNOWN","","IGB","","","","","","",NA,"","","MONTH ESTIMATE",2013-11-01,"2013-11-01","2014-05-01","SPRING SUMMER YOY","","EK","","looks to be about 1 yr old give a bdate of 1-Nov-2013. No other info on calf as it was a big survey but looked good and healthy and swimming normally","","","","","","","","","","","","","","","","","",NA,""
"33","KSE","KISSES","False","MALE","HIGH","HRS","","","maternal relative","H","","",NA,"","","MONTH ESTIMATE",2012-11-01,"2012-10-15","2012-11-30","","","JM","","","","","","","","","","","MONTH ESTIMATE","2017-05-01","REDUCED MC ASSOCIATION","","DEFAULT DATE","JM","","YES","Gave May defautl date because weaning rare in Summer months.",NA,"yoy, approx 7-8 months"
"34","LDB","LADYBUG","False","UNKNOWN","","JBG","","","","","","",NA,"","","MONTH ESTIMATE",2013-11-01,"2013-07-01","2014-04-01","GAP","","EK","","~1.5 yrs","","","","","","","","","","","","","","","","","",NA,""
"35","LMN","LEMON","False","UNKNOWN","","LIF","","","","","","",NA,"","","WEEK ESTIMATE",2012-08-19,"","","","","EK","","","","","","","","","","","MONTH ESTIMATE","2016-01-26","REDUCED MC ASSOCIATION","","MIDPOINT","EK","","YES","Need to check unknowns to see if Lemon is there.",NA,"~6 weeks"
"36","MAZ","MARIZE","False","UNKNOWN","","SUM","","","haplotype assigned based on haplotype of mother","A","","",NA,"","","MONTH ESTIMATE",2011-11-01,"2011-09-01","2012-01-01","SPRING SUMMER YOY","","JM","","large calf, 1-2 years old; could not have been 2012 birth, must have been 2011","","","","","","","","","YEAR ESTIMATE","2017-05-01","SIBLING BIRTH","GAP","DEFAULT DATE","JM","","NO","could have been weaned in 2016",NA,"Entered by CBK"
"37","MGC","MAGIC","False","MALE","HIGH","MOU","ORB","LOW","SNPs one parent.","A","","",NA,"","","DAY ESTIMATE",2011-10-20,"2011-10-18","2011-10-21","","","EK","","","","","","","","","","","WEEK ESTIMATE","2015-05-11","REDUCED MC ASSOCIATION","","MIDPOINT","JM","","YES","",NA,"had folds and was lumpy, df trailing edge wavy, sunken at neck, corking up and chin-slapping, mostly in ech, few by eye, bp not seen, was mnd a little from mum with YTI, think its 2-5 days old"
"38","MLN","MILAN","False","UNKNOWN","","PRS","","","maternal relative","A","","",NA,"","","MONTH ESTIMATE",2013-12-01,"2013-11-19","2014-01-01","INFANT FIRST SIGHT","","JM","MMW","larger than FHY, smaller than RKS","","","","","","","","","","","","","","","","","",NA,""
"39","MRW","MERRYWEATHER","False","UNKNOWN","","MFC","","","","","","",NA,"","","YEAR ESTIMATE",2011-11-01,"2011-05-01","2012-04-01","GAP","","EK","","about 3.5 yrs","","","","","","","","","","","","","","","","","",NA,""
"40","NTA","NESTA","False","UNKNOWN","","REG","","","maternal relative","D","","",NA,"","","YEAR ESTIMATE",2011-11-01,"","","","","EMP","","","","","","","","","","","MONTH ESTIMATE","2015-05-01","","","DEFAULT DATE","JM","","YES","Used default date because REG not seen for one year and NTA probably weaned around May. Based on follow where NTA showed up for a few hrs during RHY follow.",NA,"NTA looks 2-3 years old"
"41","OWL","OWL","False","MALE","HIGH","TAW","YEL","LOW","Based on information from halfsiblings with known mothers","E","","",NA,"","","DAY ESTIMATE",2011-10-19,"2011-10-17","2011-10-21","","","EK","","","","","","","","","","","DAY ESTIMATE","2015-07-19","REDUCED MC ASSOCIATION","","MIDPOINT","JM","","YES","bp by photo during BAD follow",NA,"calf looked to beÂ same age as MOU's calf MGC so bday 17-21-Oct.Â Had folds and was lumpy, df erect, sunken at neck, chin-slapping, synchronous with mom, mostly ech, few by eye, bp nopt noted, not touring with another, stayed in ech pretty much the whole time"
"42","POD","POLAROID","False","UNKNOWN","","PZZ","","","","","","",NA,"","","MONTH ESTIMATE",2013-11-01,"2013-09-01","2014-01-01","SPRING SUMMER YOY","","JM","MMW","MMW est at least one year at first sighting, PZZ was last seen with males on 17-Aug-12","","","","","","","","POD not seen since 2014 but PZZ pregnant in 2017 and so might have weaned POD earlier in 2017.","MONTH ESTIMATE","2017-05-01","","","DEFAULT DATE","EK","JM","YES","POD seen only in 2014. PZZ seen in 2017 pregnant so seems likely that she weaned POD in May 2017. Possible POD died but is distinctive so we will keep looking.",NA,""
"43","PPE","PIPER","False","MALE","HIGH","PIC","MRS","HIGH","SNPs both parents.","E","","",NA,"","","DAY ESTIMATE",2011-10-26,"2011-10-26","2011-10-27","","","EK","","","","","","","","","","","DAY ESTIMATE","2015-07-26","REDUCED MC ASSOCIATION","","MIDPOINT","JM","","YES","PIC PPE seen together >50% after last bp (until ~6wks before Harp birth) but this is common for beach dolphins",NA,"PIC had her calf, calf and mom are doing well, did a 2 hour follow 27-Oct-11 and think it was born last night: 8-18 hrs old at 10am on the 27-Oct-11. Calf's fin was not totally erect, wavy at the back, folds and lumpy, chin-slapping and some corks (didn't go into deeper water than MM beach during the follow), mostly by eye, few in ech, <30 sec in bp."
"44","PPP","POPPY","False","FEMALE","HIGH","TUL","ELW","HIGH","maternal relative","C","","",NA,"","","DAY ESTIMATE",2013-10-25,"2013-10-20","2013-10-31","INFANT FIRST SIGHT","","EK","","2-3 weeks, stripes","","","","","","","","","MONTH ESTIMATE","2017-08-17","REDUCED MC ASSOCIATION","STOPPED SIGHTING POST WEANING","MIDPOINT","EK","","YES","PPP not seen since 2016 but survived to weaning.",NA,""
"45","PSP","PERSEPHONE","False","MALE","HIGH","ATH","","","haplotype assigned based on haplotype of mother","E","","",NA,"","","DAY ESTIMATE",2011-10-20,"2011-10-18","2011-10-21","","","EK","","","","","","","","","","","WEEK ESTIMATE","2015-06-18","REDUCED MC ASSOCIATION","","MIDPOINT","JM","","YES","",NA,"had folds and was lumpy, df trailing edge wavy, sunken at neck, corking up and chin-slapping, mostly in ech, few by eye, bp not seen, was mnd a little from mum, think its 2-5 days old"
"46","RBN","ROBIN","False","FEMALE","HIGH","CKL","","","","","","",NA,"","","YEAR ESTIMATE",2011-11-01,"2011-05-01","2012-05-01","GAP","","EK","","JM-LOOKS LIKE AN OLDER CALF, ~2 YRS OLD","","","","","","","","","MONTH ESTIMATE","2015-12-28","REDUCED MC ASSOCIATION","","MIDPOINT","JM","","NO","weaning age not exact because bday not known",NA,""
"47","RDL","RIDDLE","False","MALE","HIGH","PZL","","","","","","",NA,"","","DAY ESTIMATE",2011-11-26,"","","","","EK","","","","","","","","","","","MONTH ESTIMATE","2017-08-30","REDUCED MC ASSOCIATION","","MIDPOINT","JM","","YES","RDL last bp was 20Jul17 by EK, first sighting not in bp was 10Oct17 by CBK",NA,"about two weeks old"
"48","RGS","RIGHTEOUS","False","UNKNOWN","","GRV","","","maternal relative","D","HIGH","GRV",NA,"","","WEEK ESTIMATE",2012-11-01,"2012-10-15","2012-11-15","","","JM","","","","","","","","","","","WEEK ESTIMATE","2017-06-08","","","MIDPOINT","EK","","YES","",NA,"JM est 1yr; Entered by CBK"
"49","RKL","RECKLESS","False","MALE","HIGH","RSH","RSP","LOW","Based on information from halfsiblings with known mothers","H","","",NA,"","","MONTH ESTIMATE",2011-02-15,"","","","","EK","","","","","","","","","","","MONTH ESTIMATE","2014-03-17","","","MIDPOINT","JM","","YES","",NA,"estimated ageÂ yoy but later yoy say same age as Drench"
"50","RKS","ROCKSTAR","False","FEMALE","HIGH","AMP","","","maternal relative","A","","",NA,"","","MONTH ESTIMATE",2011-11-01,"","","","","EK","","","","","","","","","","","MONTH ESTIMATE","2017-08-05","REDUCED MC ASSOCIATION","SIBLING BIRTH","MIDPOINT","EK","","YES","",NA,"est 2 yrs by EK 22-Nov-13; Entered by CBK"
"51","RKT","ROCKETTE","False","FEMALE","HIGH","PEG","REA","HIGH","SNPs both parents.","A","","",NA,"","","WEEK ESTIMATE",2012-03-23,"2012-03-15","2012-03-30","","","JM","","","","","","","","","","","WEEK ESTIMATE","2015-06-18","REDUCED MC ASSOCIATION","","MIDPOINT","JM","","YES","weaning date is PEGs death date",NA,"new born -birth rings, swimming at Mum's head, Â chin slapping-but the fin was firm and there was no ""wheel spinning""; lots of tail movement but little progress"
"52","SCL","SCUTTLE","False","UNKNOWN","","URS","","","","","","",NA,"","","MONTH ESTIMATE",2013-11-01,"2013-10-01","2014-01-01","SPRING SUMMER YOY","","JM","","definitely a yoy (EMP)","","","UNCERTAIN SURVIVAL STATUS PREWEANING","","","","","last seen w/ mom 20-Jun-2014; mom not seen again until 2022","","","","","","","","","",NA,"entered by CBK"
"53","SDG","SNOOPDOG","False","MALE","HIGH","COI","","","maternal relative","D","","",NA,"","","DAY ESTIMATE",2011-11-24,"2011-11-23","2011-11-25","","","EK","","","","","","","","","","","MONTH ESTIMATE","2016-01-10","REDUCED MC ASSOCIATION","","MIDPOINT","JM","","YES","",NA,"5-7 days old"
"54","SGG","SNUGGIE","False","FEMALE","HIGH","BLK","","","maternal relative","A","","",NA,"","","WEEK ESTIMATE",2013-08-01,"2013-07-15","2013-08-15","","","MMW","","","","","","","","","","","MONTH ESTIMATE","2018-08-10","END BP","REDUCED MC ASSOCIATION","MIDPOINT","JM","","YES","",NA,"~1 month, really marked fetal lines; Entered by CBK"
"55","SPM","SPECTRUM","False","MALE","HIGH","UVE","","","haplotype assigned based on haplotype of mother","A","","",NA,"","","MONTH ESTIMATE",2012-11-01,"2012-10-01","2012-12-01","","","JM","","","","","","","","","","","YEAR ESTIMATE","2016-05-01","GAP","GAP","DEFAULT DATE","EK","JM","NO","UV not seen since 2013 but SPM seen postweaning.",NA,"looks like yoy, maximum 1 year old; entered by CBK"
"56","SQE","SQUEAL","False","FEMALE","HIGH","SHO","ABC","LOW","Based on SNPs one parent.","E","","",NA,"","","WEEK ESTIMATE",2013-10-27,"2013-10-20","2013-11-03","INFANT FIRST SIGHT","","JM","","3 weeks (JM)","","","","","","","","","MONTH ESTIMATE","2018-04-02","REDUCED MC ASSOCIATION","","MIDPOINT","JM","","YES","SQE SHO last seen together 22Jul17 by EK; in bp 7Jul17 by VF; SHO seen 13Dec18 with new baby SOT by DIC",NA,""
"57","SYX","SYRINX","False","UNKNOWN","","IBX","","","maternal relative","D","","",NA,"","","WEEK ESTIMATE",2013-10-01,"2013-09-15","2013-10-15","INFANT FIRST SIGHT","","JM","","fetal lines, mostly bp. staying in bp a lot (1-3 min) also gone into ech (EK)","","","","","","","","","DAY ESTIMATE","2018-07-17","REDUCED MC ASSOCIATION","","MIDPOINT","JM","","YES","SYR spent 2 hours away from IBX and went BP briefly in early July. Typical of weaning period.",NA,"entered by CBK"
"58","TCH","TCHAIKOVSKY","False","FEMALE","HIGH","SCH","","","maternal relative","H","","",NA,"","","WEEK ESTIMATE",2013-01-01,"2012-12-01","2013-02-01","","","JM","","","","","","","","","","","","","","","","","","","",NA,"JMestimates4-5mosold"
"59","TDL","TOODLE","False","FEMALE","HIGH","CAB","","","","","","",NA,"","","MONTH ESTIMATE",2011-11-01,"","","","","JM","","yoy, same size as Snoopdog","","","","","","","","","MONTH ESTIMATE","2015-12-16","REDUCED MC ASSOCIATION","","MIDPOINT","JM","","YES","",NA,"yoy, same size as Snoopdog"
"60","TNA","TINA","False","FEMALE","HIGH","LLA","","","","","","",NA,"","","YEAR ESTIMATE",2011-11-01,"2010-11-01","2012-11-01","GAP","","JM","","seen in bp with LLA on 31Aug14, large calf- thought it was Burlap so must have been 2 or 3. LLA last sighted 23Jul09","","","","","","","","","MONTH ESTIMATE","2015-02-17","REDUCED MC ASSOCIATION","","MIDPOINT","JM","","YES","Last in bp with mom 31Aug14, seen without mom 6Aug15",NA,""
"61","WIY","WIRRIYA","False","FEMALE","HIGH","KIY","PON","HIGH","paternity based on snps","E","","",NA,"","","DAY ESTIMATE",2012-11-06,"2012-11-06","2012-11-07","","","DIC","","less than 24 hours","","","","","","","","","DAY ESTIMATE","2018-05-22","REDUCED MC ASSOCIATION","","MIDPOINT","EK","","YES","",NA,"less than 24 hours"
"62","WNN","WANING","False","UNKNOWN","","FMN","","","","","","",NA,"","","WEEK ESTIMATE",2012-12-15,"2012-12-01","2013-01-01","INFANT FIRST SIGHT","","JM","","Has faint fetal lines. Could not be more than 3 months.","","","","","","","","","","","","","","","","","",NA,""
"63","WON","WONDERLAND","False","FEMALE","HIGH","JMY","RSP","HIGH","SNPs from both parents.","H","","",NA,"","","DAY ESTIMATE",2011-12-04,"","","","","EK","","","","","","","","","","","MONTH ESTIMATE","2016-01-17","","","MIDPOINT","JM","","YES","",NA,"about 1 week old"
"64","WPY","WEEPY","False","FEMALE","HIGH","WNG","VEE","HIGH","paternity based on snps","D","","",NA,"","","MONTH ESTIMATE",2012-11-01,"2012-05-01","2012-12-01","","","JM","","","","","","","","","","","MONTH ESTIMATE","2015-04-15","","SIBLING BIRTH","DEFAULT DATE","JM","","YES","weaned so young that gave date close to first observation without WNG in 2015.",NA,"Both EK MMW estimated 1-2 yrs but impossible b/c of SNV weaning date; JM gave default date; Entered by CBK"
"65","WZY","WOOZY","False","MALE","HIGH","WOF","LAN","HIGH","SNPs both parents.","A","","",NA,"","","WEEK ESTIMATE",2013-03-01,"2013-02-15","2013-03-15","","","JM","","still has some fetal lines near her tail","","","","","","","","","WEEK ESTIMATE","2018-06-19","REDUCED MC ASSOCIATION","","MIDPOINT","JM","","YES","WZY with WOF a lot but last BP was in 2017.",NA,""
"66","YOS","YOSHI","False","UNKNOWN","","BWS","","","","","","",NA,"","","WEEK ESTIMATE",2013-09-01,"2013-08-15","2013-09-15","INFANT FIRST SIGHT","","EK","","1-2 months, stripes","","","UNCERTAIN SURVIVAL STATUS PREWEANING","","","","","last seen as newborn in Oct 2013 but might be able to match photos. sibling born 1Nov17 so could have been weaned 1May17","","","","","","","","","",NA,""
"67","ZII","ZITI","False","UNKNOWN","","PNN","","","","","","",NA,"","","YEAR ESTIMATE",2011-11-01,"","","","","JM","","looked 1.5 years old, it was in bp and bow rode","","","","","","","","","YEAR ESTIMATE","2015-05-01","GAP","","DEFAULT DATE","VF","JM","NO","seen w mom 13-Jul-2014; mom seen 25-Jun-2023",NA,""
"68","ZMB","ZOMBIE","False","MALE","HIGH","PHA","","","haplotype assigned based on haplotype of mother","A","","",NA,"","","WEEK ESTIMATE",2012-11-01,"","","","","JM","","couple of months-CCC; looks about 3 months in photos-JM","","","","","","","","","MONTH ESTIMATE","2018-02-28","REDUCED MC ASSOCIATION","","MIDPOINT","EK","","YES","",NA,"couple of months-CCC; looks about 3 months in photos-JM"
